name,category,review,emojis,rating,url,is_emoji,emojis_converted,emoji_list,is_positive
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,"Просто жирный крем, вызывает комедоны. Наверное подходит для очень сухой кожи, но не для комби.",,2,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,"Крем не впитывается, остается плотным жирным слоем и провоцирует прыщи и камедоны, к сожалению деньги на ветер. Отдушка тоже странная, даже для рук не подошел, не впитывается совсем.",,1,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,"Хороший питающий крем, восстанавливает кожный барьер за 2 дня. Но на моей комби коже, склонной к жирности, спустя месяц ежедневного применения появились комедоны",,3,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,"пошли камедоны после него, кожа комби",,3,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,"Грусть печаль..( Сплошные силиконы, никакого увлажнения, просто распиаренный продукт. Для молодых дев, у которых и так нет никаких проблем с кожей, может и норм) Но, для меня, однозначно - нет! И тонер этот, обожаемый всеми, тоже самое..",,2,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Celimax Dual Barrier Skin Wearable Cream,Крем для лица,Не оригинал Деньги на ветер,,1,https://hollyshop.ru/catalog/product/barernyy_krem_s_kompleksom_keramidov_celimax_dual_barrier_skin_wearable_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"В 147 я просто влюбилась, поэтому решила попробовать и 345. Как итог — новые воспаления.",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Мне просто не подошел. Для комбинированной реактивной кожи с розацеа/куперозом состав слишком активный и сложный. Финиш очень липкий, неприятный.",,1,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Вызывает прыщи, не такого эффекта ожидаешь за такие деньги, оставляет липкость и жирный блеск после нанесения",,1,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,После использования этого крема на следующий день у меня появились прыщи и подкожные угри.,,1,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Покупаю 2 раз , на 2 раз из тюбика вышла пластиковая помпа аппликатор, теперь невозможно закрыт крем . Пользуюсь аккуратно. Ставлю 3 из за упаковки.",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Крем сам по себе хороший, лицо после него гладкое но расход очень большой, за 1,5 месяца его почти не стало. У меня нормальная кожа иногда единичные высыпания, впервые такое что крем просто проваливается и хочется наносить еще поточу что не чувствую увлажнения. Может привыкла к более плотным текстурам. Не знаю, высыпаний не вызвал",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Крем разочарование. Увлажнение совершенно не хватает, хотя у меня жирная кожа. На высыпания никак не повлиял. Никакого эффекта.",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Данный крем Dr. Althea вызвал высыпания на комби коже., когда я особо ими не страдаю. Хорошо увлажняет, не имеет выраженного аромата, достаточно большой расход. Больше повторять не буду. Жаль, что моей коже он не подошел.",,2,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Крем мне не подошел( Возлагала на него огромные надежды, но вместо того что бы успокоить кожу и сократить воспаления о только усугубил ситуацию. После него в подбородке появились о вратительные подкожные прыщи и на щеках, где они у меня абсолютно никогда не появляются не при каких обстоятельствах, причем эта была не алергическая реакция, а действительно прыщи. Хочется сказать - верните деньги, так как я потратила не только деньги на крем, но и на лечение этих прыщей...",,1,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"у меня сама по себе кожа чистая, редко появляются прыщи, а после пары дней использования этого крема - обсыпало( не знаю, с чем связано",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"По отзывам- он должен был бороться со злом, а не примкнуть к нему. Не подошел, вызвал ужасные воспаления.",,1,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Не могу сказать, что это самый шикарный крем, который помогает бороться с покраснениями. Это просто хороший увлажняющий крем. Ни какими такими супер свойствами он не обладает. Если вам нужен хороший увлажняющий крем на осень/зиму - это шикарный вариант, но если вы ходите избавиться от покраснений и воспалений - найдите другой аналог",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,жирной и камедогенной коже не подошел,,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"К сожалению мне крем совершенно не подошёл. Кожа стала жирной из-за него. Практически не впитывался, хотя пробовала наносить и разное количество и без сывороток и тренеров, результат один - кожа жирный блинчик. Такого не было никогда, даже от детского крема. Стали появляться маленькие - маленькие прыщики типа потнички. Крем оставила в использовании только на шею и зону декольте.",,2,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Меня жестко обсыпало мелкими бугорками все лицо(( возможно такая реакция у кого чувствительная кожа. Наносила ровно 3 раза и решила больше не пользоваться, очень грустно, хотела попробовать крем давно.",,2,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,Какого-то эффекта не увидела. Просто увлажняет.,,2,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,К сожалению вызвал комедоны.. Жаль что не подошел,:sob:,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,True,['😭'],[':sob:'],False
Dr. Althea 345 Relief Cream,Крем для лица,"К сожалению, не подошел, не смотря на кучу хвалебных отзывов( У меня комбинированная кожа, в Т-области жирная и склонная к комедонам и воспалениям. После крема вылезла туча новых закрытых прыщиков даже на щеках, где у меня наоборот сухая кожа(( А я как раз брала его, чтобы избавиться от акне и закрытых комедонов. Вроде бы не очень жирный, но все равно под ним словно больше потеет кожа( Не знаю в чем проблема, возможно, в пантеноле, так как уже замечала похожую реакцию на некоторые продукты с ним в составе. Хотя бывает и нет реакции на него, так что не могу предположить, почему так получилось((",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,Крем-разочарование. На коже с акне наоборот провоцирует новые воспаления. Жирненький,,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"Очень рассчитывала на этот крем, но он действительно вызывает закрытые комедоны, от которых я и лечусь. А так мягкий, нежный, не жирнит, жаль что не подошел.",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"очень пиарили данный крем , но моей коже не подошел. Боролась с закрытыми комедонами , но крем вызвал еще больше прыщей и комедонов , очень расстроена",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
Dr. Althea 345 Relief Cream,Крем для лица,"У крема классные компоненты в составе и казалось бы все в нем должно быть хорошо, да и отзывы лишь положительные, но мне к сожалению не подошел. Вызывает комедоны, уверена что именно он, так как ничего нового кроме крема в уход не вводила. Бывает и такая индивидуальная реакция. Но я его продолжила применять в уходе для шеи, зоны декольте и рук, на этих участка он хорошо себя показал. Кожа увлажненная и мягкая.Все же поставлю оценку три, так как для лица оказался неподходящим(",,3,https://hollyshop.ru/catalog/product/vosstanavlivayushchiy_krem_s_resveratrolom_dr_althea_resveratrol_345_na_intensive_repair_cream/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Сначала помогало и цвет лица реально стал однотонным , но после того как перестала на какое то время им пользоваться меня высыпало к сожалению(",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Ничего плохого, но и ничего хорошего не сделал. С пигментацией не помог",,2,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,Эффекта 0,,2,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Высыпаний не вызвала, но и кожу лучше не сделала, ничего полезного не увидела.",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Продукт пришел в ужасном состоянии, как будто им уже пользовались. Потертая упаковка, половины продукта нет, после нажатия выходят одни пузыри. Я очень расстроена и разочарована, думаю здесь заказывать не буду, все таки не 100 рублей стоит эта сыворотка",,1,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Не осветлил, есть ощущение, что не подошёл продукт, стало больше высыпаний",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Не заметила эффекта. Пигментные пятна никуда не делись. Отдельно ниацинамид (сыворотка) срабатывала гораздо лучше при нанесении перед увлажняющим кремом. После этой сыворотки остается липкость, как пленка. И такой эффект что кожа подсыпает.",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Сильно выбеливает лицо, мне не подошел, отдала подруге",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Не поняла почему эта сыворотка такая популярная, восторгов не вызвала, вероятно нужно пользоваться постоянно чтобы был хоть какой-то результат",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Заказала сыворотку под воздействием инстаграма - ждала чуда. Но чуда не случилось после 1.5 месяца использования. Впрочем ни от этой сыворотки и от половины линейки раунд лаб и от волшебного ретинола by wishtrend. Запрос был простой - хотя бы убрать пятна постакне. Но чудесно ушла только куча денег на дорогие продукты, которые не помогли.",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"Сыворотка не подошла, к сожалению.Использовала вместе с увлажняющим кремом и солнцезащитным. На лице стали появляться красные пятна, когда выходила на солнце. Исключила эту сыворотку из своего ухода, все нормализовалось",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
AXIS-Y Dark Spot Correcting Glow Serum,Сыворотка для лица,"лично мне не подошел - на комбикоже лежит не особо приятно, как будто пищевую пленку натянули, кожа преет... спустя минут 15 лицо просто масляный блин, покраснения и пигментация на месте((( так надеялась на этот крем(возможно зайдет девушкам с сухой кожей.",,3,https://hollyshop.ru/catalog/product/osvetlyayushchaya_syvorotka_ot_pigmentnykh_pyaten_s_5_niatsinamida_axis_y_dark_spot_correcting_glow_/reviews/,False,[],[],False
Round Lab Soybean Panthenol Cream,Крем для лица,"Крем плотный. Быстро впитывается. Не блестит. Мне не подошел: очень мало увлажнения. Пробовала под разные увлажняющие сыворотки, через 2-3 часа начинает стягивать кожу. У меня комбинированная обезвоженная кожа. Использую для губ. Губы перестали сильно сохнуть, лучше любого бальзама и гигиенички, на вкус приятный",:sweat_smile:,3,https://hollyshop.ru/catalog/product/barernyy_krem_s_chyernoy_soey_i_pantenolom_round_lab_soybean_panthenol_cream/reviews/,True,['😅'],[':sweat_smile:'],False
